ORF	WT1A	WT1B	WT2A	WT2B	HS1A	HS1B
NCU08727	0.7	1.4	1.3	0.6	1.4	1.5
NCU08728	119.2	124.6	116.9	108.4	111.8	92.4
NCU08729	27.9	32.6	39.6	47.2	29.1	42
NCU08730	11.8	11.7	9.2	12	10	12.1
NCU08731	3.4	2.8	2.7	1.4	1.5	0.2
NCU08732	1.4	0.7	0.6	0.8	0.7	0.2
NCU08733	2.4	1.8	0.7	1.1	0.4	2.6
NCU08734	0	0.1	0	0	0.2	0
NCU08735	0	0.1	0.3	0.2	0	0
NCU08736	14.9	14.3	10.3	19.5	22.7	15
NCU08737	1.4	0.7	0.7	0.4	0.3	0.3
NCU08738	16.3	13	66.5	65	34.2	83
NCU08739	1.9	2.3	1.2	0.7	1.5	0.9
NCU08741	19.3	20.4	25.2	27.3	23.6	28.8
NCU08742	5.7	6	9.3	9.4	7.3	4.6
NCU08743	187.2	195.3	195.1	178.1	112.3	201.1
NCU08744	162.4	158.2	230.4	229.9	255.6	249
NCU08745	0.5	0	0	0	0.5	0
NCU08746	3.4	4.5	4.2	10	2.4	7.3
NCU08747	3.8	2.1	0.3	0.4	0.2	0.2
NCU08748	36.9	37.2	34.7	38.1	57.1	64.1
NCU08749	0.2	0.2	0	0.1	0.3	0.2
NCU08750	4.3	5.6	3.9	3.1	4.9	1
NCU08752	0.8	0.6	0	0	0.9	0.3
NCU08753	0	0.1	0.1	0.1	0.1	0
NCU08755	0.6	0.2	0.4	0.4	0.4	0.2
NCU08756	0.2	0.2	0	0.2	0.2	0.2
NCU08757	1232.8	1646.7	1361.2	2099	2508.9	1379.3
NCU08760	0.3	0.3	1	0.5	0.8	1.5
NCU08761	45.9	42.1	47.8	49.4	49.3	60.9
NCU08762	171	170.9	205.6	190.1	107.8	207.6
NCU08763	0.9	1	0.5	0.7	1	0.8
NCU08764	0.6	1.1	0	0.2	0.3	0.3
NCU08765	0	0.1	0	0	0	0.4
NCU08766	8.6	9.5	9.6	19.5	16	14.9
NCU08767	22.9	27.9	11.5	13.2	30.3	14.4
NCU08768	16.3	14.7	20.6	15.7	24.6	10.4
NCU08769	7.2	5.7	0.8	2.3	0.9	1
NCU08770	1.8	1.7	0	0	0	0
NCU08771	1.7	0.7	1.7	0.5	1.2	0.8
NCU08772	17.7	20.1	23.4	26.5	24	28.2
NCU08773	0.6	0.2	0	0.7	0	0
NCU08774	0	0.2	0	0	0	0
NCU08775	0.4	0.1	0	0.3	0	0.4
NCU08776	7.7	6.7	4.3	4	2.1	4.9
NCU08777	0	0	0	0	0	0
NCU08779	133.5	125.8	85.5	78	118	85.2
NCU08780	1	0.4	0	0.4	0	0
NCU08781	0	0.2	0	0	0	0
NCU08783	0	0.2	0	0.2	0.2	0.5
NCU08784	0.3	0.1	0	0	0	0
NCU08785	0	0	0	0.3	0.3	0
NCU08786	3.7	4.8	11.2	6.7	5.8	15.6
NCU08787	7.9	7.8	8.7	9.9	19.4	10.4
NCU08788	3.4	2.3	3.4	3.9	5.9	4.6
NCU08789	0	0	0	0	0	0
NCU08790	0	0.2	0.2	0	0.4	0.2
NCU08791	151.4	146.3	27.5	28.3	38.9	20
NCU08792	15.7	14.9	14.1	13.1	22.7	11.8
NCU08793	21.5	27.7	3.5	5.1	3.4	1
NCU08794	162.3	143.5	224.9	184.7	113.6	122.6
NCU08795	9	7.2	3	8.2	5.2	3.2
NCU08796	0	0.2	0.2	0.2	0.4	0
NCU08797	0	0	0	0	0.3	0.3
NCU08799	0.5	0	0	0.4	0	0
NCU08800	0	0	0	0	0	0
NCU08801	0.4	0.3	0	0	0	0
NCU08802	0	0.4	0	0	0	0
NCU08803	0.5	0.6	0.6	1.8	0.9	1
NCU08804	4.4	5.8	4.7	4.8	3.7	3.8
NCU08805	1.3	0.8	0.6	2.9	0.7	0
NCU08806	4.3	5.4	7.2	6.3	6.1	3.7
NCU08807	120	128	126.7	173.8	120.1	141.8
NCU08809	41.7	32.4	30.5	61.1	45.6	37.9
NCU08810	24.7	25	28.3	24.2	20.5	12.9
NCU08811	81.2	86.3	113.8	127.5	138.9	114.5
NCU08812	0	0.1	0	0	0.1	0.2
NCU08813	0	0.1	0	0	0.2	0
NCU08814	0	0.1	0	0	0	0
NCU08816	32.3	48.5	46.6	46.9	71.5	31.4
NCU08818	0.9	0	0.8	0	0.9	0
NCU08820	125.3	137.3	44.8	50.6	37.7	42.5
NCU08821	22	23.2	5.9	5.6	5.2	5.3
NCU08822	0	0.3	0	0	0	0
NCU08823	308.5	298.3	388.2	387.4	374.6	345.9
NCU08824	49.7	47.8	37.4	38.8	44.1	18.5
NCU08825	14.8	17.5	12.4	9.9	23	12.8
NCU08826	9.6	9.4	9	7.5	8.9	7
NCU08827	5	3.9	1.7	0.2	1.9	0.6
NCU08828	96.3	97.5	76.9	70.2	83.7	53.6
NCU08829	0.2	0.1	0.2	0	0	0.5
NCU08830	0.2	0.4	0	0	0.2	0
NCU08832	0.2	0.1	0.2	0	0	0.2
NCU08833	6.8	6.7	4	0.9	1	0
NCU08834	0	0.3	0	0	0	0.3
NCU08835	0.2	0.2	0	0.1	0	0.2
NCU08836	0.1	0.2	0	0	0	0.2
NCU08837	0.2	0.1	0	0.2	0.4	0
NCU08838	0	0.1	0	0.2	0.4	0.2
NCU08839	5.6	5.5	11.3	11.7	9.3	5.8
NCU08840	26.2	28.3	36.7	39.9	32	40.2
NCU08841	11.2	11.2	8.5	11.4	13	10
NCU08842	4.2	4.5	3.1	3.1	5.8	4.2
NCU08843	0	0	0	0	0	0
NCU08844	15.4	16.1	19.1	21.9	22.4	23.4
NCU08845	0.5	0	0	0	0	0
NCU08846	0	0.7	0.5	0.5	0	0
NCU08847	53	51.9	73.3	59.3	121.2	52.7
NCU08848	5.3	4.8	4.6	6.6	8	6.4
NCU08849	0	0.1	0.3	0	0.3	0
NCU08850	0.4	0.8	2.7	3.8	2.5	2
NCU08851	1.4	2.1	3.7	2.4	6.7	1.5
NCU08852	9.5	8.8	2.5	2.4	2.1	2
NCU08853	0.3	0.2	0.1	0	0.1	0
NCU08855	19.4	23.6	16.3	17.7	15	13.6
NCU08856	0.5	1.5	0.2	0.7	1	0.3
NCU08857	0.5	1.2	0.1	1.5	1.4	0.9
NCU08858	15.2	16.7	13.7	21.1	11.9	30.5
NCU08859	72.8	73.5	113.7	109.6	110	114.1
NCU08860	80.3	62.7	75	59	40.8	54.2
NCU08861	54.3	53.7	48.5	57.7	51.5	64.1
NCU08862	0.6	0.2	0.5	0.2	0	0
NCU08863	0	0.2	0	0	0.2	0
NCU08864	0.2	0.3	0	0	0	0
NCU08865	0	0.1	0.2	0	0.2	0.2
NCU08866	0	0	0.5	0	0	0.6
NCU08867	7	7.5	7.9	12.1	13.7	8.4
NCU08868	11.6	9.7	21	16.7	52.1	21.4
NCU08869	14.9	16	26.9	28.2	40.9	26.2
NCU08870	37.1	50.3	66.7	50.5	76.3	44.6
NCU08872	0	0.2	0	0	0.2	0.2
NCU08873	5.1	6.5	6.1	7.3	6.6	7.6
NCU08874	18.2	15	18.8	15.4	15.5	13.7
NCU08875	81.4	79.2	69.3	55.8	55.1	47.6
NCU08877	285.4	308.4	346.6	300.7	498.1	491
NCU08878	70.1	65.6	100.4	91	135.2	81.7
NCU08879	5.4	4.3	5.8	5	4.7	4.4
NCU08880	17.4	18.9	6.2	7.1	4.5	4.8
NCU08881	0	0.2	0	0	0	0
NCU08882	168.4	172.2	159.9	149.2	397.4	159.2
NCU08883	0.3	0.3	0	0	0	0.3
NCU08884	0	0	0	0	0	0
NCU08885	1.1	0.4	0	0	0	0
NCU08886	38.7	39.3	37.3	35.6	30.2	36.6
NCU08887	12.9	8.5	4.1	6.8	8.8	6.3
NCU08888	425.9	407.4	420.6	418.3	837.6	600.9
NCU08889	10.9	11.7	8.7	6.9	16.9	10.1
NCU08891	13.9	12	12.7	13.4	13.3	30.8
NCU08892	6.9	6.6	7.3	10.8	7.9	9.3
NCU08893	68.5	63.4	57.8	69.1	49.4	72.7
NCU08894	201.2	215.3	225.9	228.8	486.8	313
NCU08895	42.2	37.1	59.7	84.7	44.1	98.3
NCU08897	228.3	230.2	317.2	319.2	120.6	339.5
NCU08898	58.9	54.7	51.2	42	29.4	42.7
NCU08899	7.5	6.7	6.3	6.5	7.1	6.2
NCU08900	5.7	6.5	10.6	6.6	8.1	12.7
NCU08901	0.8	0.3	2.3	2.1	2.7	2
NCU08902	0	0.2	0	0.4	0	0
NCU08903	156.9	144.9	135.5	137.5	169.3	191.4
NCU08904	19.7	22.1	15.8	16.1	19	16.7
NCU08905	0.3	0.3	0.1	0.7	0.6	0.5
NCU08907	579.1	620.2	29	38.8	7.6	25.7
NCU08909	2686	2727.5	1372.1	1914.1	866.7	1993.1
NCU08912	1.6	0.6	0	0	0.5	0.6
NCU08915	0	0.3	0	0	0	0
NCU08916	1.3	2.3	0.4	1.2	1.7	1.9
NCU08917	0	0.2	0	0	0	0.6
NCU08918	0	0.3	0	0	0	0.7
NCU08919	15.7	16.1	20	20.6	22.2	19.9
NCU08920	279.9	271.9	255.8	226.3	356	279.4
NCU08921	0.1	0.2	0.1	0.1	0.1	0.1
NCU08922	78.8	74.2	71.3	80	62.1	58.6
NCU08923	709.2	702.7	483.6	341.9	433.8	311.9
NCU08924	9	8.4	18.7	19.3	39.6	14.1
NCU08925	6.6	6.9	8.2	6.6	31	10.4
NCU08926	10.9	10.5	11.4	11.4	16.2	9.8
NCU08927	89.2	89.4	130.7	143	62.7	129.5
NCU08928	10.1	12.1	8.2	9.7	12.9	8.2
NCU08929	14.6	13.2	4.8	6.1	10.4	6.8
NCU08930	254.8	252.1	287.4	234.5	213.3	201
NCU08931	38.8	40.6	49.8	55	46.8	56.2
NCU08932	0	0	0	0	0	0
NCU08933	0	0.3	0.2	0.5	0	0.2
NCU08934	15.9	18.9	21.5	20.3	13.7	14.6
NCU08935	77.7	76.6	67.3	56.6	73	51.7
NCU08936	4520.1	4450.8	2108.7	3449.9	2226	3634.7
NCU08937	0.7	0.3	0	0	0.7	0
NCU08938	3.1	2.8	2.6	1.9	1.4	2.2
NCU08939	92.9	97.5	94.6	95.6	60.9	126.4
NCU08940	645.1	577.3	671.6	574.8	453.9	655
NCU08941	15.6	16.7	18.4	17.7	21.3	20.9
NCU08942	10.9	12.3	10.9	10.9	14.1	9.6
NCU08943	11.9	9.5	9.6	12.6	11	5.6
NCU08944	129.7	132.7	128.2	121.8	116.7	95.7
NCU08945	7.7	9.2	13.5	8.6	12.3	11.1
NCU08946	197.3	208.1	268.3	242.6	234	252.5
NCU08947	584.9	587.8	808.3	726.4	525.8	717.7
NCU08948	20.5	21.8	23.1	26.1	16.5	22.6
NCU08949	755.5	801	79.8	83.4	80.3	52.8
NCU08951	117.1	109.3	139	126.5	196.3	156.6
NCU08952	117.9	108.4	118.9	118.7	253.7	197.5
NCU08953	0	0.3	0.4	0.5	0.2	0.2
NCU08954	133.7	126.9	145.1	130.8	78.8	80.8
NCU08955	93.2	89.5	57.2	50.1	53.1	37.6
NCU08956	139.8	130.7	204	201.5	207.9	241.8
NCU08957	54.7	57	33.5	36.1	41.9	37.9
NCU08959	56.1	49.5	44.9	44	42.1	40.5
NCU08960	3784.2	3453.6	4302.2	4045.6	2488.4	3150.1
NCU08961	16.8	17.4	13.5	14.7	19.2	20.3
NCU08962	37	38.6	52.2	44.4	71.1	48
NCU08963	2173.6	2190.3	2122.7	1816.3	2166.4	1882.4
NCU08964	2872	2912.7	3207.9	2935.2	3068	3411
NCU08965	32.2	33.2	36.1	53.8	74.5	38.7
NCU08966	2.4	2.7	2.3	1.9	2.7	0.8
NCU08967	13	14.4	14.3	20.9	21.1	21.4
NCU08968	14	14.7	13.3	10.1	17.9	17.7
NCU08969	0.2	0.2	0	0	0	0
NCU08970	0	0.6	0	0	0	0
NCU08971	0	0.2	0	0.5	0	0
NCU08972	0	0	0	0	0.5	0
NCU08973	182	200	226.6	223.9	229.3	222.8
NCU08974	30.2	24.8	45.2	29.2	73.5	42
NCU08975	0	0	0	0	0	0
NCU08976	384.5	404.6	204.3	153.7	102.7	67.8
NCU08977	44.4	43.4	62.2	65.6	65.1	22.3
NCU08978	9	8.8	6	6.1	7.2	3.9
NCU08979	0.4	0.5	0.4	0.7	0.8	0.5
NCU08980	86.3	87.4	143.7	133.2	155	192.9
NCU08981	6.9	8.2	8	4.7	9.7	4.5
NCU08982	8	8.6	5.1	7.5	4.8	5.4
NCU08983	15.1	15.4	20.5	19.3	20.2	28.9
NCU08984	9.6	7.2	6.2	10.7	8.2	9.2
NCU08985	96.7	92.5	117.6	109.7	64.3	90.8
NCU08986	2.4	2.7	6	12.7	48.9	18.6
NCU08987	0.5	0.2	0	0.5	0	0
NCU08988	18.5	18.2	17.2	24.4	23.9	41.5
NCU08989	57.3	63.1	100.6	97.3	88.3	95.4
NCU08990	2998.4	3284.3	2839.6	2623.6	2297.8	2611.1
NCU08991	468	438.3	430.8	435.5	580.1	533.8
NCU08992	52.2	42.9	49.7	56.2	50.1	56.4
NCU08993	18.5	17.5	20.3	20.6	21.4	20.6
NCU08994	18	15.8	16.3	15.6	14.2	25.2
NCU08995	22.6	20.2	24.6	27.7	55.3	37.1
NCU08996	12.5	12.9	1.6	0.5	0.6	0.6
NCU08997	65.1	60.7	62.8	60.1	41.3	45.3
NCU08998	153.3	139.2	126.6	132.9	133.7	73.4
NCU08999	21.4	26.5	23.5	30.5	46.3	25.6
NCU09000	17.3	20.3	15.9	12.6	15.6	8.3
NCU09001	32	34	35.8	35.8	38.6	32.2
NCU09002	352.7	346.9	361.3	315.5	280.2	218.6
NCU09003	36.4	38.5	43.6	42.9	43.9	50.8
NCU09004	322.7	308	204.5	190.8	404.9	364.6
NCU09005	18	17.6	14.1	12.6	25.1	17
NCU09006	23.6	23.4	31.6	25.7	31.4	36
NCU09007	5.5	5.2	6.2	6.2	6.9	4.6
NCU09008	4.6	3.7	7.5	8	7.6	5.9
NCU09010	182.7	170	112.1	128.6	147.6	82.9
NCU09012	44.9	47	37.6	28.4	29.8	36.1
NCU09013	94.8	97.7	55.3	50.4	88.3	47.6
NCU09014	55.9	56.6	80.1	78	67.6	76.8
NCU09015	0	0.1	0	0.2	0	0.2
NCU09017	23.1	23.6	26.3	38.6	35.4	30.1
NCU09018	10.5	13.4	11.5	13.6	9.4	12.3
NCU09020	63.5	69	83	261.7	37	198.1
NCU09022	0.9	0.7	1.6	2.3	2.6	2.8
NCU09023	0.3	0.1	0.2	0	0.1	0.1
NCU09024	16.9	15.5	0.6	0.8	0.8	0.5
NCU09025	3.6	3	5.4	5.3	3.9	5.4
NCU09026	0.3	0.3	0.3	0	0	0.2
NCU09027	0.4	0.4	0.2	0.5	0.4	0.4
NCU09028	0.3	0.2	0	0.3	0	0
NCU09029	0	0.5	0.3	0	0.3	0
NCU09030	3.3	2.9	3.4	3.8	4.7	2.3
NCU09031	3.2	3.9	0.2	0.3	0.4	0.3
NCU09032	9.1	9.1	5	5.2	8.5	5.7
NCU09033	5.6	4.9	6.1	6.4	7.3	4.1
NCU09034	2.7	2.8	0.9	2	1.4	0.4
NCU09035	3.6	4.2	1.5	1.4	1.3	0.3
NCU09036	0.3	0.2	0.3	0	0	0
NCU09037	3.3	2.9	12.1	12.8	7.1	6.6
NCU09038	0.3	0.2	0.1	0	0	0.3
NCU09039	0.2	0.1	0.1	0.3	0	0.5
NCU09040	45.3	42.5	21.7	29.3	23.7	33.4
NCU09041	544.2	550.2	94.1	125.2	64.6	48.1
NCU09042	1.3	1	0.6	0.9	0.7	0.5
NCU09043	76	84.2	30.3	24.8	39.1	9
NCU09045	3.5	4.5	0.2	0.5	0.3	0.4
NCU09046	0	0.4	0	0.4	0.5	0
NCU09048	21.4	25	27.1	25.1	31	20
NCU09049	1	0.2	3.8	5.4	7.7	10.5
NCU09050	0.6	0.5	0.2	0.5	0.4	0.4
NCU09052	0.3	0.1	0	0	0.3	0.3
NCU09053	0.3	0.1	0.3	0	0.3	0
NCU09054	0.8	0.1	0.8	0	0.3	0
NCU09055	1.9	0	0	0.8	0	0
NCU09056	23	20.3	21.8	19.1	26.3	23
NCU09057	67.8	65.1	8.6	13.8	5	10.5
NCU09058	40.6	43.3	28.8	30.3	28.7	20.7
NCU09059	0.5	0.4	0	0	0	0.5
NCU09060	0	0.7	0	0	0	0
NCU09061	1.8	2.2	1.2	3.1	3.5	5.3
NCU09062	0.9	1.2	3.1	2.7	2.7	5
NCU09063	14.2	14.2	17.3	15.5	19.7	13.8
NCU09064	0.2	0.3	0.1	0.1	0.1	0.1
NCU09065	10.9	11.9	12.1	12.1	12.9	9.2
NCU09066	0.7	0	0.7	0	0	0
NCU09068	47.5	46.3	63.8	60.4	92.2	82.9
NCU09069	7.3	9.5	7.8	10.9	12.3	13.6
NCU09070	8.2	7.3	6.8	8.5	9.6	11.6
NCU09071	32	34.4	40.4	42.5	46.2	46.4
NCU09072	0.3	0	0.3	0	0	0
NCU09073	14.4	11.5	9.1	13.6	9.8	7.6
NCU09074	0	0.6	0	0.3	0	0
NCU09075	10.5	11.2	2.4	8.3	3.4	9.3
NCU09076	377.5	387.4	442.6	437.8	435.4	611.8
NCU09077	5.9	6.6	7.6	10.8	8.5	10.7
NCU09078	8	7.3	5.7	8.4	4.5	7.3
NCU09079	95.6	96.6	50.9	54.3	58	82.9
NCU09080	0	0.3	0	0	0	0
NCU09081	0	0.1	0.4	0	0.8	0
NCU09082	0	1	0	0	0	0
NCU09084	0	0.3	0	0	0	0
NCU09085	67.3	72.6	32.9	41.6	100.9	76.5
NCU09087	1.4	1.5	2.1	2.9	3.9	3
NCU09088	34.6	31.5	42.3	42.1	33.7	58
NCU09089	2189	2257.8	1716.5	1603.5	1359.3	1414.4
NCU09090	56.2	60.2	65.5	73.3	57.2	55.2
NCU09091	15.8	13.2	10	12.1	11.6	14.3
NCU09092	4.5	4	4.6	5.1	5.6	6.1
NCU09093	0.5	0.5	0.3	0.4	0.5	1.7
NCU09094	4.6	5.5	2.4	3.5	4.2	4.5
NCU09095	12.9	14.6	15.6	14.2	29.1	12.8
NCU09096	1.1	1.1	0.3	0.6	1.4	0.8
NCU09097	83.2	80.2	91	110.4	95.1	98.5
NCU09098	35.2	31.3	23.8	25.1	14.1	32.6
NCU09099	1.3	0.2	0.3	0	0.3	0
NCU09100	10	10.1	9.3	10.2	10.3	6.3
NCU09101	56.7	61.5	36.4	41.3	25.5	28.9
NCU09102	2.1	2	2.6	1.2	0.8	0.3
NCU09103	0.3	0	0.5	0.3	0.2	0.4
NCU09104	12.5	11.5	16.5	17.5	15.4	18.5
NCU09105	0	0.3	0.4	0.4	0	0.5
NCU09106	8.5	8.8	7.2	7	10.5	11.1
NCU09107	44	47.8	43.1	29.7	47.2	34.2
NCU09108	230.2	227.4	133.3	250.2	131.4	239.8
NCU09109	2245.9	1927	2624.8	2122.1	2636.3	2099.8
NCU09111	710.3	732.9	485.6	468.8	538.9	485.6
NCU09112	11.3	10.5	12.9	10.6	16.1	13.1
NCU09115	40.4	37.6	16.5	19.9	9.4	15.3
NCU09116	34.7	34.3	51.8	63.6	241.4	156.8
NCU09117	39.8	35.3	36.7	32.6	26.3	30.2
NCU09118	54.9	50.9	50.9	48.9	71.5	59.4
NCU09119	705.3	691.5	689.3	635.6	571.9	675.4
NCU09120	15.5	15.2	15.7	14.2	18.4	14.4
NCU09121	24	27.6	24.4	23.3	27.5	20.1
NCU09122	81.1	84.4	54.6	63.1	50.5	37.2
NCU09123	301.1	316.6	324.6	338.8	313	267
NCU09124	17.6	21.3	18.8	14.2	18.5	20.9
NCU09125	0	0.2	0	0	0	0
NCU09126	0.1	0.2	0.1	0.1	0	0
NCU09127	18	21.2	31.5	39	30.5	36.7
NCU09128	17.1	17.7	13.6	15.1	18.7	17.5
NCU09129	90.3	80.9	107.1	99.2	102.2	129.4
NCU09130	18.8	21	25.7	23.7	28.8	23
NCU09131	15	17.8	14	14.4	14.7	21.1
NCU09132	484.5	497.7	590.6	566.1	501.3	549.5
NCU09133	388.4	421.2	472.2	710.4	510.4	618.5
NCU09134	0.6	0.8	0	0	1.6	0.6
NCU09135	5.3	5	4.5	6.3	8.7	5.8
NCU09136	56.9	54.1	44	49.3	48.9	43
NCU09137	7.7	7.6	6.4	4.2	5.7	5
NCU09138	83.4	83.1	110.4	91.3	79.6	89.7
NCU09139	9.3	6.7	7.7	6.3	7.7	8
NCU09140	0.3	0.2	0	0.1	0	0
NCU09141	30.3	32	20.5	17.3	46.1	18.2
NCU09142	27.7	25.6	30.4	28.3	34.4	30.8
NCU09143	380.5	358	326.4	263.1	167.4	282.3
NCU09144	4.3	6.2	91.5	99	101.2	82.5
NCU09145	0	0.7	0	0	0	0
NCU09147	0	0.2	0	0.5	1.2	0
NCU09148	0.2	0.3	0.2	0	0	0.2
NCU09149	0	0.4	0.9	0	0	0
NCU09150	0.6	0	0	0	0	0.6
NCU09151	0.6	0.4	0.5	0.5	0.6	0
NCU09152	45.4	45.4	38.1	54.7	47.1	40.8
NCU09153	0	0.2	0.2	0	0.2	0.2
NCU09154	3.1	1.9	5.5	6	4.5	4.9
NCU09155	0	0.2	0.2	0.2	0.2	0.2
NCU09156	8.5	11.1	4.4	3.3	6	3.2
NCU09157	4.2	4.8	5	6.5	4.8	9.8
NCU09158	0	0	0	0	0	0.9
NCU09159	4.4	5.2	6.9	7.5	12	7.2
NCU09160	32.6	33.7	27.2	64.6	42.9	56.7
NCU09161	18.6	18.3	21.9	17.9	29.1	20.3
NCU09162	4.4	3.1	4.5	4	6.4	4.5
NCU09163	0	0.2	0.2	0.2	0	0
NCU09164	0.8	0.3	0	0	0	0
NCU09165	0	0.5	0.2	0.3	0.4	0.2
NCU09166	0	0.2	0	0	0.3	0
NCU09167	0.4	0.3	0	0.1	0	0
NCU09168	0.2	0.4	0.3	0	0	0
NCU09169	11	9.9	2.6	4.3	2.5	1.8
NCU09170	2.5	3.1	0	0.5	0.4	0
NCU09171	0	0.1	0	0	0	0
NCU09172	0	0.1	0	0.1	0	0
NCU09173	0.4	0.2	0.5	0.2	0	0.4
NCU09174	297.9	318.9	282.2	469.4	223.7	282.9
NCU09175	2296.5	2102.2	1211.7	1855.7	921.2	1573.2
NCU09176	4	6.3	5	5.2	1	4
NCU09177	0	0.1	0	0	0	0
NCU09178	2.8	2.7	1.9	1.1	1.5	1.1
NCU09179	0	0.2	0	0	0	0.3
NCU09180	0	0.3	0.4	0	0	0
NCU09181	0	0.6	0	0	0	0
NCU09182	308.1	313.4	208.1	245.3	159.8	565.7
NCU09183	0.8	0.7	0.5	0.3	0.2	1.5
NCU09184	0	0.1	0	0.4	0	0
NCU09185	3.4	2.6	0.5	1.6	1.1	1.3
NCU09186	0.3	0.4	0.1	0.6	0.2	0
NCU09187	0.4	1	0.2	0	0.1	0.1
NCU09188	2	1.8	1	0.8	0.9	1.1
NCU09189	0.1	0.4	0	0.3	0.1	0
NCU09190	0	0.1	0	0	0	0
NCU09191	22	23.5	18.6	12.2	33.3	16.8
NCU09192	86.6	96.3	95.5	102	62.2	106.7
NCU09193	3.2	3.3	21.1	15.8	25.9	13.4
NCU09194	107.2	115.9	83.8	94.1	74.4	68.5
NCU09195	56.4	56	51.2	56.9	137	61.6
NCU09196	0.1	0.2	0	0.1	0.1	0.1
NCU09197	0	0.3	0.2	0.2	0	0
NCU09198	0.8	0.3	0	0	0	0
NCU09199	3.6	4.4	2	2.5	1.4	4.1
NCU09200	2.1	2.5	3.5	2	3.3	2.9
NCU09201	17.7	17.5	15.5	21.4	11.1	16.5
NCU09202	119.8	116.3	120.5	117	152.1	100
NCU09203	38.9	50.2	49.2	48.5	56.1	52.3
NCU09204	14.9	14.2	10.3	10.2	10.5	14.7
NCU09205	3.6	3.2	4.1	4.1	3.3	2.4
NCU09206	10.5	8.2	31.8	27.9	37.8	32.5
NCU09207	12.9	11.4	20.7	17.7	21.1	8.5
NCU09208	11.4	12.3	12.9	13.2	11.1	8.2
NCU09209	0.4	0.3	0.2	0	0.3	0.4
NCU09210	2	2.4	0.3	1.1	0.4	0.2
NCU09211	0.3	0	0.2	0.1	0.1	0.4
NCU09212	100.6	99	70.8	81.8	74	72.7
NCU09213	0.2	0.8	0.6	0.4	0.4	0
NCU09214	3.9	2.6	4.8	4.4	4.5	3.7
NCU09215	16.1	18.8	12.8	12.3	22.2	8
NCU09216	115.7	125.9	106.7	104.2	97.8	81.2
NCU09217	23.9	24.6	31.6	23.8	26	21.4
NCU09218	18.9	19.9	20	19.3	52.2	18.5
NCU09219	11.5	11.6	17	12.2	15.3	11.5
NCU09220	3.8	5.5	3.3	6.6	6.1	6.2
NCU09221	10.1	7.7	9.2	7.4	7.2	5.6
NCU09222	153.2	175.8	152.7	152.9	123.4	87.6
NCU09223	407.7	383.3	452.2	444.6	180.2	352.3
NCU09224	0.2	0.2	0	0	0	0
NCU09225	0	0.1	0	0	0.3	0
NCU09226	1.9	1.6	1	1.1	2.6	0.8
NCU09227	21.9	18.4	26.3	20.9	19.7	20.7
NCU09228	323.7	313.2	272.6	223.3	275.5	172
NCU09230	50.7	50.2	99.4	66.6	70.4	153.5
NCU09231	0.5	0.3	0	0	0.5	0.6
NCU09232	0.2	0.1	0.1	0	0	0
NCU09233	13.9	14.7	19.2	18.3	38.6	16.3
NCU09235	20.5	19.2	59.8	87.6	60	33.1
NCU09236	0.9	0.6	0.3	0.8	0.3	0.3
NCU09237	90.2	90.9	93.8	101.2	76.5	117.8
NCU09238	1.6	3.8	2.6	3.1	2	1.9
NCU09239	113.8	122.7	158.3	153.4	121.3	147.3
NCU09240	12.9	13	6.2	8.2	5.4	7.1
NCU09241	3.8	4.5	6.6	5.7	31.8	11.1
NCU09242	0.5	0.6	0.5	0.5	0	0
NCU09243	123.4	129.6	144.2	178.4	149	167.1
NCU09244	13.9	14.3	21.9	21.2	24.8	14.5
NCU09245	21.4	22	34	30.2	34.8	13.2
NCU09247	11.3	13.1	12.9	10.6	11	13.9
NCU09248	92	90.9	78.3	80.3	97.4	79.3
NCU09249	122.6	87.7	91.5	80.3	100.2	65
NCU09250	49	48.2	74.8	56.4	35.9	81.2
NCU09251	43.3	57.9	70.3	54.4	28.7	63.3
NCU09252	20.6	21	18.8	16.3	18.5	11.8
NCU09253	22.7	23.7	46.9	51.1	53.3	53.7
NCU09254	4.4	5.3	4.3	3.7	7.1	4.8
NCU09255	18	17.5	11.4	15.5	13.5	16.5
NCU09256	0.7	0.6	0	0	0	0
NCU09257	16.4	17.7	16.6	17.8	24.2	18.6
NCU09258	12.6	14	15.1	13.3	16	10.8
NCU09259	29.1	26.2	65	54.7	69.1	58.4
NCU09260	1.5	2.6	4.2	2	6.2	1.8
NCU09261	4.2	5	5.6	2.9	4.1	4.8
NCU09262	0.6	0.5	0	0	0.3	0
NCU09263	1264	1268.7	507.5	612.7	238.2	844.7
NCU09264	31.3	26.4	50.7	45	45.6	61.4
NCU09265	319.9	297.7	317.3	274.6	183.9	289.5
NCU09266	30.6	26.5	24.3	22.2	27	19
NCU09267	56.9	59.3	0.3	0.3	0.3	0.3
NCU09268	0.6	0.2	0	0	0	0
NCU09269	1201.2	1207.6	1190	1023.5	1029.6	992.2
NCU09270	7	7.3	8.5	6.9	19.5	8.4
NCU09271	1.5	1.6	3.9	5.5	3.7	4.9
NCU09272	1.2	1	0.4	1.7	1	0.8
NCU09273	0.6	0.7	0.8	0.6	0.4	0.2
NCU09274	0.3	0.4	0.3	0.4	0.2	0.4
NCU09275	0	0	0	0	0	0
NCU09276	0.3	0.2	0	0	0.3	0.3
NCU09277	2	2.7	0	0	0.6	0.7
NCU09278	3.9	3.2	2.2	2.3	1.5	0.3
NCU09279	0	0.1	0	0	0	0
