Id	WT30_a	WT30_b	WT30_c	upf1E30_a	upf1E30_b	upf1E30_c	norm.WT30_a	norm.WT30_b	norm.WT30_c	norm.upf1E30_a	norm.upf1E30_b	norm.upf1E30_c	baseMean	WT	upf1E30	FoldChange	log2FoldChange	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
CNA01290	2005	781	2055	3212	2286	1718	1737	1211	1606	2489	2347	2046	1906.07	1518	2294	1.508	0.593	1.6048115135335e-05	5.75578501715369e-05	0.0204	0.0093	0.0131	0.0131	TRUE	0.3643
CNA01310	9953	6638	11514	13338	10768	8808	8623	10290	9001	10337	11057	10487	9965.9	9305	10627	1.143	0.192	0.0501365391662248	0.0836618785482724	0.0049	0.0081	0.0068	0.0068	TRUE	0.104
CNA01320	1872	996	1977	1977	1329	1358	1622	1544	1545	1532	1365	1617	1537.51	1570	1505	0.958	-0.062	0.553485948480099	0.633870058548515	0.003	0.0096	0.0073	0.0073	TRUE	0.0789
CNA01330	4011	1873	3824	3269	2626	2086	3475	2904	2989	2533	2697	2484	2846.93	3123	2571	0.823	-0.281	0.00717509293684772	0.0151743828926058	0.0053	0.0088	0.0075	0.0075	TRUE	0.1191
CNA01340	1484	1160	1742	1554	1502	1244	1286	1798	1362	1204	1542	1481	1445.59	1482	1409	0.952	-0.07	0.626062234599984	0.698693465386208	0.0242	0.0097	0.0143	0.0143	TRUE	0.409
CNA01350	47224	31553	57721	56038	43708	36756	40913	48914	45122	43428	44883	43764	44503.98	44983	44025	0.979	-0.031	0.742949940257387	0.798581376836798	0.0035	0.0079	0.0064	0.0064	TRUE	0.0767
CNA01360	10078	7155	12368	10232	7755	7170	8731	11092	9668	7929	7963	8537	8986.9	9830	8143	0.829	-0.271	0.0110309474135508	0.0222160800537876	0.008	0.0082	0.0081	0.0081	TRUE	0.1529
CNA01370	21173	7998	22367	18133	11289	11097	18343	12399	17485	14053	11592	13213	14514.14	16076	12953	0.806	-0.312	0.0247981791801755	0.0454416178065256	0.0245	0.0081	0.0138	0.0138	TRUE	0.488
CNA01380	15278	11476	18790	16883	16021	11746	13236	17790	14689	13084	16452	13986	14872.71	15238	14507	0.952	-0.071	0.576363995642431	0.65480640437402	0.0159	0.0081	0.0115	0.0115	TRUE	0.2616
CNA01390	1550	793	1616	1596	1466	994	1343	1229	1263	1237	1505	1184	1293.54	1278	1309	1.023	0.033	0.784068638701368	0.833040066212527	0.0086	0.01	0.0095	0.0095	TRUE	0.2069
CNA01400	1569	890	1797	1762	1398	1196	1359	1380	1405	1365	1436	1424	1394.82	1381	1408	1.019	0.027	0.776313172524352	0.827015220350079	0	0.0098	0.006	0.006	TRUE	0.0088
CNA01410	1649	843	1884	2818	1928	1586	1429	1307	1473	2184	1980	1888	1710.05	1403	2017	1.437	0.523	8.03453376237746e-07	3.56445045361699e-06	0.0038	0.0095	0.0075	0.0075	TRUE	0.0639
CNA01420	5312	3240	6069	6598	4247	4405	4602	5023	4744	5113	4361	5245	4848.07	4790	4906	1.025	0.035	0.731830366809703	0.789407094390978	0.0057	0.0084	0.0074	0.0074	TRUE	0.115
CNA01430	51	30	57	92	43	57	44	47	45	71	44	68	53.1	45	61	1.361	0.445	0.145811965593408	0.212825744979764	0.0176	0.0589	0.048	0.048	TRUE	0.5049
CNA01440	241	102	287	402	203	198	209	158	224	312	208	236	224.5	197	252	1.272	0.347	0.079378692215795	0.12607763527589	0.0331	0.02	0.0236	0.0236	TRUE	0.5019
CNA01450	7260	5212	8374	7325	7678	5601	6290	8080	6546	5677	7884	6669	6857.61	6972	6743	0.967	-0.048	0.722547224704693	0.781246819794894	0.0186	0.0083	0.0129	0.0129	TRUE	0.2517
CNA01460	6525	4082	6086	5461	4457	4130	5653	6328	4758	4232	4577	4917	5077.49	5580	4575	0.82	-0.286	0.0159860749658509	0.0306940048880821	0.0125	0.0084	0.0099	0.0099	TRUE	0.2033
CNA01470	2904	1484	3278	3737	2907	2414	2516	2301	2563	2896	2985	2874	2689.07	2460	2918	1.185	0.245	0.00873277032932543	0.0180538994830845	0.0013	0.0089	0.0059	0.0059	TRUE	0.0374
CNA01480	2272	1097	2644	4462	3218	2815	1968	1701	2067	3458	3305	3352	2641.67	1912	3372	1.76	0.816	3.26569945169985e-15	3.07022070437824e-14	0.0046	0.0089	0.0073	0.0073	TRUE	0.1085
CNA01490	4225	2803	4319	3095	2597	2396	3660	4345	3376	2399	2667	2853	3216.68	3794	2640	0.696	-0.523	1.03291069285888e-05	3.81612713058453e-05	0.0119	0.0087	0.0098	0.0098	TRUE	0.1939
CNA01500	71912	44936	82844	32902	35331	28709	62302	69660	64762	25498	36281	34183	48780.88	65575	31987	0.488	-1.036	2.82095970271827e-16	2.83722623818159e-15	0.0176	0.0079	0.0115	0.0115	TRUE	0.3859
CNA01510	1576	796	1616	1688	1302	1157	1365	1234	1263	1308	1337	1378	1314.23	1287	1341	1.04	0.057	0.574474808824091	0.653219940450519	0.001	0.0099	0.0066	0.0066	TRUE	0.034
CNA01520	2747	996	2735	2907	1781	1621	2380	1544	2138	2253	1829	1930	2012.29	2021	2004	0.99	-0.014	0.925523036808537	0.943623775480429	0.0294	0.0092	0.0154	0.0154	TRUE	0.5023
CNA01530	9968	5833	10009	11067	8378	7082	8636	9042	7824	8577	8603	8432	8519.12	8501	8537	1.005	0.007	0.941943035204532	0.955494098153602	0.0026	0.0082	0.0059	0.0059	TRUE	0.0594
CNA01540	1330	698	1545	2192	1665	1420	1152	1082	1208	1699	1710	1691	1423.55	1147	1700	1.479	0.565	1.30293313112834e-08	7.20253610768859e-08	4e-04	0.0098	0.0064	0.0064	TRUE	0.0277
CNA01550	3760	2412	4623	2978	2745	2320	3258	3739	3614	2308	2819	2762	3083.26	3537	2630	0.743	-0.428	0.000115384848061764	0.000358206451032023	0.0077	0.0088	0.0085	0.0085	TRUE	0.1409
CNA01560	2797	1792	3223	3763	3318	2499	2423	2778	2520	2916	3407	2975	2836.6	2574	3099	1.205	0.269	0.0107767151075366	0.0217834912268231	0.0057	0.0088	0.0077	0.0077	TRUE	0.0916
CNA01580	3246	1782	3566	3669	2816	2148	2812	2762	2788	2843	2892	2558	2775.82	2787	2764	0.992	-0.012	0.901522299250333	0.925110667197895	0.0018	0.0088	0.0061	0.0061	TRUE	0.0512
CNA01590	1268	671	1298	957	847	614	1099	1040	1015	742	870	731	915.98	1051	781	0.743	-0.429	0.000219091892786235	0.000648566800083592	0.0041	0.0108	0.0086	0.0086	TRUE	0.117
CNA01600	869	536	1003	1196	818	697	753	831	784	927	840	830	827.43	789	866	1.1	0.137	0.224046499894697	0.303552780315219	0.002	0.0111	0.0079	0.0079	TRUE	0.0471
CNA01610	1189	476	1254	1019	606	605	1030	738	980	790	622	720	813.44	916	711	0.774	-0.37	0.0117777209603954	0.0235554419207907	0.0197	0.0112	0.0142	0.0142	TRUE	0.3266
CNA01620	2426	1523	2948	2980	2158	1964	2102	2361	2305	2309	2216	2338	2271.87	2256	2288	1.015	0.021	0.824787429818498	0.865119652609116	0.0018	0.0091	0.0062	0.0062	TRUE	0.0436
CNA01630	2597	1506	3440	2440	1917	1853	2250	2335	2689	1891	1969	2206	2223.25	2425	2022	0.833	-0.264	0.0178531099801104	0.0337508308465977	0.0072	0.0091	0.0085	0.0085	TRUE	0.1125
CNA01640	12691	6940	14301	13153	8526	8433	10995	10758	11180	10193	8755	10041	10320.37	10978	9663	0.88	-0.184	0.0507436995299437	0.0845473203832244	0.0034	0.0081	0.0063	0.0063	TRUE	0.0825
CNA01650	240	113	334	284	198	152	208	175	261	220	203	181	208.1	215	201	0.933	-0.1	0.592722308952466	0.669450080247768	0.0196	0.0209	0.0205	0.0205	TRUE	0.3557
CNA01660	2912	1525	3622	3809	2613	2249	2523	2364	2831	2952	2683	2678	2671.88	2573	2771	1.076	0.106	0.313071737974058	0.399122808096184	0.0053	0.0089	0.0076	0.0076	TRUE	0.0945
CNA01680	1313	420	1243	4637	3497	2783	1138	651	972	3594	3591	3314	2209.75	920	3500	3.788	1.922	2.22689176229181e-34	5.05473924673633e-33	0.0361	0.0091	0.0171	0.0171	TRUE	0.7407
CNA01690	4660	2670	5008	4495	2496	2879	4037	4139	3915	3483	2563	3428	3594.29	4030	3158	0.784	-0.351	0.00419935321294425	0.00943502138826932	0.0133	0.0086	0.0106	0.0106	TRUE	0.3299
CNA01700	3214	1990	3750	3348	3240	2404	2784	3085	2931	2595	3327	2862	2930.82	2933	2928	0.998	-0.003	0.981694412186509	0.98615801212067	0.0089	0.0088	0.0088	0.0088	TRUE	0.1731
CNA01710	2443	1600	2917	3205	2672	2155	2117	2480	2280	2484	2744	2566	2445.11	2292	2598	1.134	0.182	0.0749777794319993	0.119863174644306	0.0039	0.009	0.0071	0.0071	TRUE	0.0603
CNA01720	17903	11848	20497	26694	21633	16390	15510	18367	16023	20687	22214	19515	18719.51	16633	20805	1.251	0.323	0.00136033173834161	0.00340108591540105	0.0062	0.008	0.0073	0.0073	TRUE	0.1012
CNA01730	7001	3394	8168	7906	4686	4249	6065	5261	6385	6127	4812	5059	5618.33	5904	5333	0.903	-0.147	0.215421218349514	0.294030443826314	0.0131	0.0084	0.01	0.01	TRUE	0.208
CNA01740	7636	5031	8644	11319	7945	7365	6616	7799	6757	8772	8159	8769	7811.94	7057	8567	1.214	0.28	0.00445873815959367	0.0099738496529824	0.0049	0.0082	0.0069	0.0069	TRUE	0.1021
CNA01750	336	162	367	381	141	222	291	251	287	295	145	264	255.58	276	235	0.849	-0.236	0.283852345585233	0.368246887167533	0.0649	0.0185	0.0309	0.0309	TRUE	1.2396
CNA01760	4793	2850	5301	5065	4516	3444	4152	4418	4144	3925	4637	4101	4229.63	4238	4221	0.996	-0.006	0.95542497440372	0.965034552018874	0.0042	0.0085	0.0069	0.0069	TRUE	0.0907
CNA01770	1656	932	1823	1929	1473	1428	1435	1445	1425	1495	1513	1700	1502.06	1435	1569	1.093	0.128	0.207161601755876	0.285283003623093	0.0019	0.0097	0.0068	0.0068	TRUE	0.0632
CNA01780	3659	2132	4173	5429	4806	3640	3170	3305	3262	4207	4935	4334	3868.96	3246	4492	1.384	0.469	1.78133525591577e-06	7.45711156106599e-06	0.0036	0.0086	0.0067	0.0067	TRUE	0.0907
CNA01790	13027	7946	15501	11318	10553	8151	11286	12318	12118	8771	10837	9705	10839.09	11907	9771	0.821	-0.285	0.00555814008348206	0.0121662326530116	0.0065	0.0081	0.0075	0.0075	TRUE	0.1114
CNA01800	406	241	485	571	345	345	352	374	379	443	354	411	385.34	368	403	1.095	0.131	0.353148985956364	0.441136728028417	0.0051	0.0149	0.0117	0.0117	TRUE	0.1275
CNA01810	383	178	407	552	394	284	332	276	318	428	405	338	349.41	309	390	1.262	0.335	0.0265469686809466	0.0482990141140032	0.0085	0.0156	0.0135	0.0135	TRUE	0.1503
CNA01820	4502	3156	5417	7257	5760	4682	3900	4892	4235	5624	5915	5575	5023.49	4342	5705	1.315	0.395	0.000183501748431003	0.000551084885262986	0.007	0.0084	0.0078	0.0078	TRUE	0.1472
CNA01830	1362	669	1718	2062	1333	1144	1180	1037	1343	1598	1369	1362	1314.84	1187	1443	1.214	0.28	0.0253101514500444	0.0462391631231792	0.0115	0.0099	0.0105	0.0105	TRUE	0.1601
CNA01840	1831	661	1737	2152	1181	1354	1586	1025	1358	1668	1213	1612	1410.25	1323	1498	1.13	0.176	0.273117532830472	0.35741238108646	0.0374	0.0098	0.0179	0.0179	TRUE	0.3445
CNA01850	4212	2649	4893	4448	3563	2836	3649	4106	3825	3447	3659	3377	3677.2	3860	3494	0.906	-0.143	0.129792481622846	0.192452923533831	0.0023	0.0086	0.0061	0.0061	TRUE	0.0371
CNA01860	5710	3575	6213	4235	3197	2946	4947	5542	4857	3282	3283	3508	4236.41	5115	3358	0.657	-0.607	2.45910872520955e-10	1.6010778615608e-09	0.003	0.0085	0.0064	0.0064	TRUE	0.0639
CNA01870	7900	5192	9349	9391	7889	6693	6844	8049	7308	7278	8101	7969	7591.55	7400	7783	1.052	0.073	0.460186452808537	0.546600985851615	0.0045	0.0082	0.0069	0.0069	TRUE	0.0709
CNA01880	7383	4410	8617	2785	1469	1368	6396	6836	6736	2158	1508	1629	4210.76	6656	1765	0.265	-1.913	1.01830150514791e-49	3.70840789896724e-48	0.0192	0.0085	0.0116	0.0116	TRUE	0.464
CNA01890	2141	1386	2362	2363	1986	1555	1855	2149	1846	1831	2039	1851	1928.67	1950	1907	0.98	-0.03	0.779814971002265	0.829233696101879	0.0049	0.0093	0.0077	0.0077	TRUE	0.0928
CNA01900	4268	2278	4589	3417	3021	2106	3698	3531	3587	2648	3102	2508	3179.03	3605	2753	0.763	-0.39	0.000231048609943878	0.000680013404399654	0.0062	0.0087	0.0077	0.0077	TRUE	0.1492
CNA01910	6230	4341	8452	7571	6080	5100	5397	6729	6607	5867	6243	6072	6152.87	6244	6061	0.971	-0.043	0.689408199526465	0.754025997765909	0.0076	0.0083	0.0081	0.0081	TRUE	0.1726
CNA01920	5458	3473	6558	4678	4350	3219	4729	5384	5127	3625	4467	3833	4527.34	5080	3975	0.783	-0.354	0.0010999830825841	0.00282256595871755	0.0079	0.0085	0.0082	0.0082	TRUE	0.1428
CNA01930	1785	1100	2196	3876	2854	2471	1546	1705	1717	3004	2931	2942	2307.5	1656	2959	1.788	0.838	1.12760400172547e-18	1.34420131716482e-17	0.001	0.009	0.006	0.006	TRUE	0.0414
CNA01940	3523	1789	3391	5873	3762	3509	3052	2773	2651	4551	3863	4178	3511.49	2825	4197	1.486	0.571	4.58753740583841e-08	2.39418881306275e-07	0.0056	0.0086	0.0076	0.0076	TRUE	0.0668
CNA01950	8790	4618	7562	7211	5468	4719	7615	7159	5911	5588	5615	5619	6251.28	6895	5607	0.813	-0.298	0.00614230114593944	0.0132652890176887	0.0079	0.0083	0.0084	0.0084	TRUE	0.1916
CNA01960	2090	1086	2064	2403	2168	1455	1811	1684	1613	1862	2226	1732	1821.44	1703	1940	1.14	0.189	0.109568972334106	0.166471284074096	0.0096	0.0094	0.0095	0.0095	TRUE	0.1999
CNA01980	424	174	411	353	268	229	367	270	321	274	275	273	296.63	319	274	0.852	-0.231	0.140727183298114	0.206586881705403	0.0077	0.017	0.0143	0.0143	TRUE	0.169
CNA01990	3909	2934	4704	7555	6210	5501	3387	4548	3677	5855	6377	6550	5065.64	3871	6261	1.619	0.695	5.37233036256408e-09	3.09902573046777e-08	0.0136	0.0084	0.01	0.01	TRUE	0.2815
CNA02000	6430	4530	7661	7703	7110	5203	5571	7022	5989	5970	7301	6195	6341.29	6194	6489	1.048	0.068	0.565685288520848	0.644941313719088	0.0111	0.0083	0.0098	0.0098	TRUE	0.1655
CNA02010	626	387	697	1764	1846	1175	542	600	545	1367	1896	1399	1058.14	562	1554	2.768	1.469	1.93814425596164e-25	3.19552739515267e-24	0.018	0.0104	0.013	0.013	TRUE	0.4458
CNA02015	524	241	468	5674	4189	3353	454	374	366	4397	4302	3992	2314.09	398	4230	10.61	3.407	4.13069205053185e-192	1.61048393593677e-189	0.0067	0.009	0.0082	0.0082	TRUE	0.1853
CNA02020	1552	874	1701	2962	2373	1966	1345	1355	1330	2295	2437	2341	1850.38	1343	2358	1.756	0.812	3.39331404170903e-18	3.89115665544074e-17	0	0.0093	0.0057	0.0057	TRUE	0.0105
CNA02030	5823	3884	7174	6516	5215	4273	5045	6021	5608	5050	5355	5088	5361.1	5558	5164	0.93	-0.105	0.28371897091672	0.368218002591741	0.0041	0.0084	0.0068	0.0068	TRUE	0.0797
CNA02040	3094	2194	2964	6366	5438	4466	2681	3401	2317	4933	5584	5318	4038.98	2800	5278	1.888	0.917	4.26763388701339e-12	3.23904858532416e-11	0.0209	0.0085	0.0123	0.0123	TRUE	0.4227
CNA02050	702	347	774	5816	4532	3280	608	538	605	4507	4654	3905	2469.6	584	4355	7.44	2.895	5.62802055423616e-149	1.20330710430572e-146	0.006	0.009	0.0079	0.0079	TRUE	0.0988
CNA02055	1014	563	1078	1223	883	838	878	873	843	948	907	998	907.71	865	951	1.1	0.137	0.198746891756762	0.275354180301802	0	0.0109	0.0071	0.0071	TRUE	0.0215
CNA02060	2076	1192	2308	5454	3670	3478	1799	1848	1804	4227	3769	4141	2931.19	1817	4046	2.228	1.155	1.73112412606366e-34	3.94291776891751e-33	0.0018	0.0088	0.006	0.006	TRUE	0.0436
CNA02080	1582	828	1605	1471	1368	895	1371	1284	1255	1140	1405	1066	1253.21	1303	1204	0.924	-0.115	0.355592459114051	0.443603767929217	0.0101	0.01	0.0103	0.0103	TRUE	0.2552
CNA02090	2738	1617	3218	2842	2411	2067	2372	2507	2516	2202	2476	2461	2422.3	2465	2380	0.965	-0.051	0.59968434344501	0.675396402439002	0.0024	0.009	0.0064	0.0064	TRUE	0.0524
CNA02100	10264	5309	9931	9223	6287	6196	8892	8230	7763	7148	6456	7377	7644.45	8295	6994	0.843	-0.246	0.0121537351919151	0.0241979443833022	0.0045	0.0082	0.0068	0.0068	TRUE	0.0551
CNA02115	1123	514	1186	1512	1371	956	973	797	927	1172	1408	1138	1069.13	899	1239	1.375	0.46	0.000283035420233776	0.000819195967384046	0.0108	0.0104	0.0106	0.0106	TRUE	0.1692
CNA02120	414	175	434	377	273	239	359	271	339	292	280	285	304.38	323	286	0.879	-0.186	0.226368275752813	0.305574120507056	0.0062	0.0168	0.0137	0.0137	TRUE	0.1943
CNA02125	897	423	1013	913	516	542	777	656	792	708	530	645	684.59	742	628	0.845	-0.243	0.0821883066627071	0.129979502877696	0.0143	0.0118	0.0126	0.0126	TRUE	0.2193
CNA02130	3347	1694	3757	3198	2495	2014	2900	2626	2937	2478	2562	2398	2650.19	2821	2479	0.878	-0.187	0.049888107176567	0.0833102480136776	0.0018	0.0089	0.0062	0.0062	TRUE	0.0429
CNA02140	3852	2135	3955	2772	2066	1698	3337	3310	3092	2148	2122	2022	2671.69	3246	2097	0.646	-0.629	9.7010653891078e-12	7.17618988828197e-11	0.0011	0.0089	0.0058	0.0058	TRUE	0.0215
CNA02150	2474	1549	2725	2132	1725	1407	2143	2401	2130	1652	1771	1675	1962.29	2225	1699	0.765	-0.387	0.000107051963595381	0.000334688874863296	0.0023	0.0093	0.0067	0.0067	TRUE	0.0563
CNA02160	897	469	922	901	762	687	777	727	721	698	782	818	753.94	742	766	1.031	0.044	0.705752602498316	0.766811623086923	0.0031	0.0115	0.0085	0.0085	TRUE	0.0741
CNA02170	3585	1815	3979	3128	2177	1987	3106	2814	3111	2424	2236	2366	2675.92	3010	2342	0.778	-0.363	0.000151490217269313	0.000460374672196703	0.0019	0.0089	0.0062	0.0062	TRUE	0.0384
CNA02180	3919	2225	4179	4779	2803	3349	3395	3449	3267	3704	2878	3988	3446.8	3370	3523	1.045	0.064	0.601548775938527	0.676576495319965	0.0142	0.0087	0.0105	0.0105	TRUE	0.3111
CNA02205	1350	733	1684	1138	741	697	1170	1136	1316	882	761	830	1015.84	1207	824	0.682	-0.552	1.77543893377638e-06	7.43843821306564e-06	0.005	0.0105	0.0086	0.0086	TRUE	0.0764
CNA02210	1345	699	1337	5229	5378	3330	1165	1084	1045	4052	5523	3965	2805.64	1098	4513	4.11	2.039	1.41256201696043e-52	5.64003677615285e-51	0.0195	0.0088	0.0123	0.0123	TRUE	0.4659
CNA02220	121279	61752	110124	99316	73445	57769	105071	95728	86088	76967	75419	68784	84676.17	95629	73723	0.771	-0.375	0.000225589070547851	0.000666312103204614	0.0066	0.0079	0.0074	0.0074	TRUE	0.0934
CNA02230	3236	1280	3549	3761	2492	2504	2804	1984	2774	2915	2559	2981	2669.54	2521	2818	1.116	0.159	0.240138336373082	0.320635957590811	0.0211	0.0089	0.0128	0.0128	TRUE	0.4109
CNA02240	805	447	893	1247	1023	760	697	693	698	966	1050	905	835.04	696	974	1.399	0.485	1.56761826147724e-05	5.62847986840257e-05	0.0018	0.0111	0.0078	0.0078	TRUE	0.0555
CNA02250	2641	996	2826	4922	2282	2346	2288	1544	2209	3814	2343	2793	2498.71	2014	2983	1.48	0.566	0.00108817256143173	0.002796590824804	0.0519	0.009	0.0212	0.0212	TRUE	0.4417
CNA02260	2333	1144	2396	8337	6486	5507	2021	1773	1873	6461	6660	6557	4224.33	1889	6559	3.468	1.794	3.47477291532355e-83	2.70950528032523e-81	0.0018	0.0085	0.0059	0.0059	TRUE	0.0451
CNA02270	6896	4033	8263	8988	7227	6504	5974	6252	6459	6965	7421	7744	6802.78	6228	7377	1.184	0.244	0.00695750173109372	0.0147565828715805	0.0019	0.0083	0.0057	0.0057	TRUE	0.0292
CNA02290	27423	15985	32457	37571	29271	22670	23758	24780	25373	29116	30058	26992	26679.6	24637	28722	1.166	0.221	0.0114696887200852	0.0230223578901446	0.002	0.008	0.0055	0.0055	TRUE	0.0339
CNA02300	6628	3845	8441	7076	6274	4546	5742	5961	6599	5484	6443	5413	5940.08	6101	5780	0.947	-0.078	0.460826229684637	0.547081542244273	0.0067	0.0083	0.0079	0.0079	TRUE	0.1227
CNA02310	3819	2678	4757	3658	3441	2511	3309	4151	3719	2835	3533	2990	3422.81	3726	3119	0.838	-0.256	0.033134364311011	0.0586420738727319	0.0129	0.0087	0.0101	0.0101	TRUE	0.1641
CNA02330	2224	1276	2670	3038	2365	1955	1927	1978	2087	2354	2429	2328	2183.79	1997	2370	1.186	0.247	0.008037233855886	0.0167623618618038	7e-04	0.0091	0.0058	0.0058	TRUE	0.0194
CNA02335	207	76	227	156	92	91	179	118	177	121	94	108	133.05	158	108	0.677	-0.564	0.0108500154014988	0.0218982649455341	0.0252	0.0283	0.0274	0.0274	TRUE	0.4403
CNA02340	844	500	1057	1051	756	627	731	775	826	814	776	747	778.33	777	779	1.003	0.004	0.974326040139937	0.980688381783979	0.0019	0.0114	0.008	0.008	TRUE	0.0384
CNA02350	4799	2390	5182	5095	3509	3139	4158	3705	4051	3948	3603	3738	3867.15	3971	3763	0.947	-0.078	0.408901746028738	0.49619201257387	0.0025	0.0086	0.0062	0.0062	TRUE	0.0409
CNA02360	2632	1968	3276	2664	2511	1801	2280	3051	2561	2065	2578	2144	2446.57	2631	2262	0.861	-0.216	0.0967812002816072	0.149735246374065	0.0178	0.009	0.0118	0.0118	TRUE	0.2325
CNA02370	7529	3668	8772	10290	5952	6083	6523	5686	6857	7974	6112	7243	6732.6	6355	7110	1.118	0.161	0.174890960564269	0.247634541042506	0.013	0.0083	0.01	0.01	TRUE	0.1841
CNA02380	680	468	737	895	707	540	589	725	576	694	726	643	658.89	630	688	1.096	0.133	0.308234155600198	0.394092589374636	0.0082	0.012	0.0107	0.0107	TRUE	0.1913
CNA02390	4075	2960	4778	4747	4355	3441	3530	4589	3735	3679	4472	4097	4017.01	3951	4083	1.034	0.048	0.692703848695621	0.75680091914244	0.0141	0.0085	0.0104	0.0104	TRUE	0.2391
CNA02400	6152	3405	6728	6157	4887	3545	5330	5278	5259	4771	5018	4221	4979.76	5289	4670	0.883	-0.179	0.0644687534712519	0.104910114904851	0.0035	0.0084	0.0066	0.0066	TRUE	0.0855
CNA02405	370	181	303	677	565	453	321	281	237	525	580	539	413.7	280	548	1.964	0.974	5.017797154791e-11	3.47523088212693e-10	0.0098	0.0144	0.013	0.013	TRUE	0.2246
CNA02410	691	315	920	941	517	546	599	488	719	729	531	650	619.4	602	637	1.054	0.076	0.638303148007242	0.709844507548994	0.0292	0.0123	0.0173	0.0173	TRUE	0.2198
CNA02420	2967	1474	3408	2840	1872	1919	2570	2285	2664	2201	1922	2285	2321.29	2506	2136	0.851	-0.232	0.0338117592391966	0.0596656922889763	0.0064	0.009	0.0082	0.0082	TRUE	0.0923
CNA02430	6976	4042	7598	2616	1266	1539	6044	6266	5940	2027	1300	1832	3901.51	6083	1720	0.283	-1.822	1.16376467850978e-38	3.12284708063271e-37	0.0238	0.0086	0.0138	0.0138	TRUE	0.5508
CNA02440	1347	797	1737	923	706	865	1167	1236	1358	715	725	1030	1038.43	1254	823	0.655	-0.609	3.3035706556487e-05	0.000112982798274714	0.0251	0.0105	0.0145	0.0145	TRUE	0.563
CNA02450	11891	6933	15621	9534	8452	7452	10302	10748	12211	7389	8679	8873	9700.26	11087	8314	0.75	-0.416	0.000125235881035883	0.000386255662869164	0.0086	0.0082	0.0084	0.0084	TRUE	0.1162
CNA02460	3471	1921	3895	5478	4370	3445	3007	2978	3045	4245	4487	4102	3644.09	3010	4278	1.421	0.507	1.27908385534297e-08	7.07660082905942e-08	9e-04	0.0086	0.0054	0.0054	TRUE	0.0222
CNA02470	1009	734	1135	2693	2535	1963	874	1138	887	2087	2603	2337	1654.45	966	2342	2.431	1.282	1.41618880948739e-22	2.06751088750715e-21	0.0168	0.0095	0.0116	0.0116	TRUE	0.2394
CNA02480	1796	890	1708	2365	1877	1629	1556	1380	1335	1833	1927	1940	1661.79	1424	1900	1.334	0.415	6.47475496102663e-05	0.00020974914898184	0.0029	0.0095	0.0072	0.0072	TRUE	0.0817
CNA02490	4971	3003	5804	5578	3869	3602	4307	4655	4537	4323	3973	4289	4347.28	4500	4195	0.933	-0.101	0.267551267071604	0.351572124930728	0.0015	0.0085	0.0057	0.0057	TRUE	0.0261
CNA02500	391	163	402	315	192	183	339	253	314	244	197	218	260.81	302	220	0.725	-0.464	0.00607160874039486	0.013141808555986	0.0125	0.0183	0.0166	0.0166	TRUE	0.2012
CNA02510	536	166	501	784	329	404	464	257	392	608	338	481	423.3	371	476	1.276	0.352	0.107597558085939	0.163981746377008	0.0817	0.0143	0.032	0.032	TRUE	0.1822
CNA02520	31292	17364	33606	37066	36812	23347	27110	26918	26271	28725	37802	27799	29103.99	26766	31442	1.175	0.232	0.052420134119153	0.0870124339949276	0.0155	0.008	0.0103	0.0103	TRUE	0.3832
CNA02530	1913	767	1953	4437	2672	2575	1657	1189	1527	3439	2744	3066	2270.24	1458	3083	2.111	1.078	1.05722274935724e-15	1.02595496086967e-14	0.0193	0.0091	0.0125	0.0125	TRUE	0.2964
CNA02535	1436	679	1470	1590	1235	1095	1244	1053	1149	1232	1268	1304	1208.34	1149	1268	1.101	0.139	0.195221292203944	0.271434177622769	0.0026	0.0101	0.0075	0.0075	TRUE	0.0629
CNA02540	7978	3747	8386	6573	4983	4248	6912	5809	6556	5094	5117	5058	5757.47	6426	5090	0.792	-0.337	0.000482224705417326	0.00133396717341654	0.0036	0.0083	0.0065	0.0065	TRUE	0.0848
CNA02550	3223	1674	3011	4336	3914	2710	2792	2595	2354	3360	4019	3227	3057.89	2580	3535	1.37	0.455	8.64776177429201e-05	0.000273721896084085	0.0103	0.0088	0.0093	0.0093	TRUE	0.1739
CNA02555	1884	1088	1742	3922	3304	2417	1632	1687	1362	3039	3393	2878	2331.79	1560	3103	1.992	0.994	9.54496460531617e-18	1.05969891799055e-16	0.0091	0.009	0.0092	0.0092	TRUE	0.1523
