# ribosum_JEC21.txt
# Summary of ribosome profiling data, C. neoformans serotype D JEC21
# Mean of 2 quasi-replicates (WT JEC21 and AGO1 deletion mutant)
# Reads were aligned with hisat2 to transcriptome
# Then quantified only for 5' ends mapping to annotated ORFs.
# Note this excludes UTRs and excludes initiating ribosomes.
#
# Gene: JEC21 systematic gene name
# RNA: RNA abundance in mean TPM
# RPF: Ribosome occupancy, Ribosome protected fragments in mean TPM
# TE: Translation Efficiency, RPF / RNA
#
# Edward Wallace, June 2018
Gene	RNA	RPF	TE
CNA06780	22.884	18.225	0.796
CNA06790	429.554	660.999	1.539
CNA06800	56.897	39.615	0.696
CNA06810	30.668	10.742	0.35
CNA06820	4640.273	5571.741	1.201
CNA06830	6.695	5.208	0.778
CNA06840	465.269	121.294	0.261
CNA06850	81.499	72.112	0.885
CNA06860	772.23	336.265	0.435
CNA06870	14.646	28.245	1.929
CNA06880	21.18	31.158	1.471
CNA06890	114.801	137.353	1.196
CNA06900	26.08	25.078	0.962
CNA06905	3.882	0.801	0.206
CNA06910	40.314	20.385	0.506
CNA06920	43.517	80.51	1.85
CNA06930	74.801	22.509	0.301
CNA06940	1993.93	610.413	0.306
CNA06950	2414.807	4117.735	1.705
CNA06960	9.746	19.841	2.036
CNA06970	10.663	33.856	3.175
CNA06980	40.358	33.709	0.835
CNA06990	40.591	78.47	1.933
CNA07000	77.11	69.052	0.895
CNA07010	683.562	256.429	0.375
CNA07020	8.654	2.807	0.324
CNA07030	33.658	24.327	0.723
CNA07040	201.397	149.485	0.742
CNA07050	0.551	0.487	0.885
CNA07060	14.382	7.705	0.536
CNA07070	5.138	1.199	0.233
CNA07080	3.673	0.072	0.02
CNA07090	43.732	134.68	3.08
CNA07100	3.194	5.202	1.629
CNA07110	107.286	13.73	0.128
CNA07120	122.384	171.499	1.401
CNA07130	3.522	9.742	2.766
CNA07140	26.188	9.429	0.36
CNA07150	6.42	3.474	0.541
CNA07170	14.132	4.611	0.326
CNA07180	71.743	33.993	0.474
CNA07190	11.269	14.095	1.251
CNA07200	275.99	708.868	2.568
CNA07210	NA	NA	NA
CNA07220	98.518	223.846	2.272
CNA07230	11.257	6.902	0.613
CNA07240	14.679	20.412	1.391
CNA07250	97.845	77.795	0.795
CNA07260	484.565	610.294	1.259
CNA07265	20.21	6.843	0.339
CNA07270	1.982	0.1	0.051
CNA07280	0.612	0.244	0.399
CNA07290	252.664	16.631	0.066
CNA07295	2.622	0.034	0.013
CNA07300	3.142	0.797	0.254
CNA07310	231.39	44.043	0.19
CNA07320	9.366	9.312	0.994
CNA07330	114.455	308.686	2.697
CNA07340	10.935	4.006	0.366
CNA07350	131.898	24.924	0.189
CNA07360	5.803	9.348	1.611
CNA07370	3.606	5.854	1.623
CNA07380	1.963	0.325	0.166
CNA07390	22.492	47.246	2.101
CNA07395	185.243	104.042	0.562
CNA07400	13.329	19.172	1.438
CNA07410	15.065	9.013	0.598
CNA07420	28.539	50.165	1.758
CNA07430	12.327	9.631	0.781
CNA07450	2.059	1.851	0.899
CNA07460	31.727	45.844	1.445
CNA07470	8.767	24.142	2.754
CNA07480	37.189	22.473	0.604
CNA07490	6811.621	5968.496	0.876
CNA07500	79.601	268.676	3.375
CNA07510	40.163	23.666	0.589
CNA07520	112.136	311.249	2.776
CNA07530	101.46	63.002	0.621
CNA07540	225.574	542.136	2.403
CNA07550	7.292	6.203	0.851
CNA07560	9.895	3.841	0.388
CNA07570	5785.382	7162.586	1.238
CNA07580	5.903	10.51	1.78
CNA07590	334.242	253.454	0.758
CNA07600	5.042	1.288	0.256
CNA07605	24.129	9.995	0.414
CNA07610	50.052	5.863	0.117
CNA07620	813.959	1844.718	2.266
CNA07630	237.856	120.029	0.505
CNA07640	6.355	8.152	1.283
CNA07650	221.611	512.811	2.314
CNA07660	85.113	33.919	0.399
CNA07670	4.955	3.523	0.711
CNA07680	39.796	20.226	0.508
CNA07690	13.677	3.545	0.259
CNA07700	7.776	13.63	1.753
CNA07710	286.397	236.034	0.824
CNA07715	29.866	36.783	1.232
CNA07720	0.367	0.421	1.146
CNA07730	9.652	9.104	0.943
CNA07740	90.123	323.853	3.593
CNA07755	0.972	0.352	0.362
CNA07760	4.588	0.06	0.013
CNA07770	63.412	39.532	0.623
CNA07780	32.042	11.158	0.348
CNA07785	5.518	0.03	0.005
CNA07790	16.668	8.614	0.517
CNA07800	9.642	4.854	0.503
CNA07810	66.456	40.767	0.613
CNA07820	15.458	5.91	0.382
CNA07830	928.049	1550.452	1.671
CNA07840	1.296	0.781	0.602
CNA07850	710.413	363.237	0.511
CNA07860	103.963	189.344	1.821
CNA07870	17.221	13.122	0.762
CNA07880	131.789	68.805	0.522
CNA07890	17.087	13.538	0.792
CNA07900	8.897	18.832	2.117
CNA07915	5.503	0.511	0.093
CNA07920	35.909	35.777	0.996
CNA07930	191.045	155.648	0.815
CNA07940	5.952	1.517	0.255
CNA07950	11.739	13.742	1.171
CNA07960	10052.883	5548.757	0.552
CNA07970	81.995	42.758	0.521
CNA07980	3809.761	5299.446	1.391
CNA07990	291.349	138.886	0.477
CNA08000	16.677	1.592	0.095
CNA08010	22.886	53.042	2.318
CNA08015	12.758	0.533	0.042
CNA08030	22.115	0.044	0.002
CNA08040	47.579	13.864	0.291
CNA08050	0.658	1.034	1.573
CNA08060	5.474	6.601	1.206
CNA08070	3.567	3.936	1.103
CNA08080	364.894	323.015	0.885
CNA08090	5.301	6.02	1.136
CNA08100	21.596	1.709	0.079
CNA08110	11.451	8.381	0.732
CNA08115	56.593	0.648	0.011
CNA08120	4.376	5.581	1.275
CNA08130	25.725	19.406	0.754
CNA08140	17.001	4.915	0.289
CNA08150	102.542	94.238	0.919
CNA08160	NA	NA	NA
CNA08170	13.286	28.172	2.12
CNA08180	7.406	5.816	0.785
CNA08190	17.65	4.79	0.271
CNA08200	2.777	1.7	0.612
CNA08210	0.524	0.261	0.497
CNA08220	62.856	82.506	1.313
CNA08230	40.492	23.884	0.59
CNA08240	19.187	1.296	0.068
CNA08250	2.571	0.187	0.073
CNA08260	0.254	0.468	1.844
CNA08265	0.906	0.58	0.64
CNA08270	26.543	32.385	1.22
CNA08280	196.289	62.401	0.318
CNA08290	107.502	128.076	1.191
CNA08310	7.715	4.879	0.633
CNA08320	1.937	1.639	0.846
CNA08335	19.309	0.138	0.007
CNA08340	0.038	0.07	1.858
CNA08350	73.36	18.447	0.251
CNA08360	2.918	1.903	0.652
CNB00010	NA	NA	NA
CNB00020	1.074	0.805	0.75
CNB00030	207.453	144.524	0.697
CNB00040	107.413	50.905	0.474
CNB00050	10.766	5.966	0.554
CNB00060	51.554	46.099	0.894
CNB00065	39.937	44.018	1.102
CNB00070	310.248	293.134	0.945
CNB00080	17.184	3.154	0.184
CNB00090	58.604	64.077	1.093
CNB00100	8.857	6.938	0.783
CNB00110	11.309	6.628	0.586
CNB00120	37.836	16.58	0.438
CNB00130	7.822	3.14	0.401
CNB00135	24.2	2.979	0.123
CNB00140	10.554	0.747	0.071
CNB00160	34.215	6.308	0.184
CNB00170	60.408	9.267	0.153
CNB00175	56.05	17.764	0.317
CNB00190	0.08	0.154	1.919
CNB00200	1007.976	501.387	0.497
CNB00210	40.256	88.191	2.191
CNB00220	5.896	4.421	0.75
CNB00230	4.113	0.354	0.086
CNB00240	139.814	187.248	1.339
CNB00250	50.328	73.263	1.456
CNB00255	3.186	1.319	0.414
CNB00260	67.109	119.146	1.775
CNB00270	63.583	50.491	0.794
CNB00290	6.772	0.974	0.144
CNB00300	723	2086.435	2.886
CNB00310	12.835	4.063	0.317
CNB00320	2.47	0.131	0.053
CNB00330	734.466	1485.497	2.023
CNB00340	66.514	53.553	0.805
CNB00345	7.424	0.735	0.099
CNB00360	12.71	16.351	1.286
CNB00370	41.439	118.335	2.856
CNB00380	24.113	22.234	0.922
CNB00390	20.27	7.421	0.366
CNB00400	7.868	12.99	1.651
CNB00410	27.805	17.297	0.622
CNB00420	37.172	38.228	1.028
CNB00430	12.079	10.245	0.848
CNB00450	88.738	50.418	0.568
CNB00480	52.373	243.646	4.652
CNB00490	47.647	33.844	0.71
CNB00500	107.213	84.306	0.786
CNB00510	17.366	0.743	0.043
CNB00520	9.333	6.836	0.732
CNB00530	34.482	22.651	0.657
CNB00540	111.814	39.81	0.356
CNB00550	1569.64	1652.714	1.053
CNB00560	2098.344	1888.83	0.9
CNB00570	1846.735	1993.992	1.08
CNB00580	12.96	24.847	1.917
CNB00590	49.06	8.676	0.177
CNB00600	308.142	138.65	0.45
CNB00610	53.215	56.147	1.055
CNB00620	10.057	26.124	2.598
CNB00630	36.02	30.354	0.843
CNB00640	34.334	17.294	0.504
CNB00650	23.165	12.353	0.533
CNB00660	8.833	6.928	0.784
CNB00680	557.574	541.893	0.972
CNB00690	53.172	34.269	0.645
CNB00700	4.776	5.58	1.168
CNB00710	5.291	0.955	0.18
CNB00720	59.855	99.391	1.661
CNB00730	64.863	73.691	1.136
CNB00740	30.524	24.605	0.806
CNB00750	4.685	3.994	0.853
CNB00755	2.569	0.699	0.272
CNB00770	2.438	1.213	0.497
CNB00780	13.877	17.06	1.229
CNB00790	8.389	10.821	1.29
CNB00800	538.457	682.949	1.268
CNB00810	7.355	1.562	0.212
CNB00820	57.505	48.48	0.843
CNB00830	40.094	52.335	1.305
CNB00850	19.461	3.524	0.181
CNB00860	102.737	64.249	0.625
CNB00870	178.307	134.695	0.755
CNB00880	13.596	1.874	0.138
CNB00890	163.611	98.244	0.6
CNB00900	52.866	82.992	1.57
CNB00910	111.709	110.649	0.991
CNB00920	59.049	26.015	0.441
CNB00930	59.491	134.164	2.255
CNB00935	3.99	0.699	0.175
CNB00940	12.001	5.627	0.469
CNB00950	45.196	33.891	0.75
CNB00970	3.574	5.777	1.616
CNB00980	8.529	4.684	0.549
CNB00990	208.835	500.749	2.398
CNB01000	24.521	1.575	0.064
CNB01010	44.179	137.731	3.118
CNB01020	5.022	11.228	2.236
CNB01030	7.893	0.474	0.06
CNB01040	15.033	6.867	0.457
CNB01050	425.939	107.809	0.253
CNB01060	62.361	143.373	2.299
CNB01070	117.558	51.297	0.436
CNB01080	18.995	11.518	0.606
CNB01090	71.859	227.639	3.168
CNB01100	5.446	8.79	1.614
CNB01110	6.622	2.394	0.362
CNB01120	17.948	32.095	1.788
CNB01130	22.847	35.229	1.542
CNB01140	63.853	56.307	0.882
CNB01150	112.547	297.476	2.643
CNB01160	9.428	8.122	0.861
CNB01170	9.063	7.42	0.819
CNB01190	1.376	0.516	0.375
CNB01200	14.191	73.435	5.175
CNB01210	11.763	8.995	0.765
CNB01220	9.888	10.755	1.088
CNB01230	1284.308	3311.031	2.578
CNB01240	7.623	3.612	0.474
CNB01250	75.993	97.453	1.282
CNB01260	216.917	178.464	0.823
CNB01270	6.938	3.173	0.457
CNB01280	8.995	13.025	1.448
CNB01290	1375.13	3270.828	2.379
CNB01300	10.339	14.837	1.435
CNB01310	118.625	356.155	3.002
CNB01320	0.793	0.158	0.2
CNB01330	41.874	17.107	0.409
CNB01340	11.664	38.611	3.31
CNB01350	11.375	6.322	0.556
CNB01360	43.26	97.716	2.259
CNB01365	0.737	0.251	0.341
CNB01370	103.417	165.782	1.603
CNB01380	7.165	9.687	1.352
CNB01390	35.062	69.862	1.993
CNB01400	4.978	6.915	1.389
CNB01410	87.226	13.498	0.155
CNB01420	205.007	405.296	1.977
CNB01440	135.895	103.526	0.762
CNB01450	82.446	38.33	0.465
CNB01460	104.436	80.976	0.775
CNB01470	73.699	70.902	0.962
CNB01480	28.991	25.89	0.893
CNB01500	80.667	48.612	0.603
CNB01510	3.253	2.199	0.676
CNB01520	209.095	77.649	0.371
CNB01530	19.589	21.672	1.106
CNB01540	29.318	23.042	0.786
CNB01550	10.662	3.849	0.361
CNB01560	9.205	16.147	1.754
CNB01570	12.544	5.525	0.44
CNB01580	3.924	3.435	0.875
CNB01585	21.794	23.507	1.079
CNB01590	9.396	10.148	1.08
CNB01600	38.628	18.925	0.49
CNB01605	44.622	21.737	0.487
CNB01610	330.304	96.186	0.291
CNB01620	18.33	39.773	2.17
CNB01630	63.364	13.332	0.21
CNB01640	19.655	20.096	1.022
CNB01650	5.42	3.598	0.664
CNB01660	2.227	5.332	2.394
CNB01670	30.357	11.77	0.388
CNB01680	15.07	15.17	1.007
CNB01690	13.218	8.593	0.65
CNB01700	23.917	16.473	0.689
CNB01710	86.446	36.958	0.428
CNB01720	16.216	25.938	1.6
CNB01730	53.747	286.871	5.337
CNB01740	46.629	120.892	2.593
CNB01750	6.311	4.281	0.678
CNB01760	28.648	65.61	2.29
CNB01770	13.737	5.895	0.429
CNB01775	59.024	19.683	0.333
CNB01780	18.287	3.442	0.188
CNB01790	104.462	63.416	0.607
CNB01800	1858.69	1592.932	0.857
CNB01810	22.759	38.986	1.713
CNB01820	69.133	20.936	0.303
CNB01830	13.743	8.222	0.598
CNB01840	196.008	15.614	0.08
CNB01850	15.188	2.304	0.152
CNB01855	27.451	16.972	0.618
CNB01870	4.884	7.971	1.632
CNB01880	48.925	233.151	4.766
CNB01890	15.274	35.46	2.322
CNB01900	3.754	4.677	1.246
CNB01910	303.821	194.272	0.639
CNB01920	61.097	36.991	0.605
CNB01930	16.453	17.496	1.063
CNB01940	1.103	0.263	0.239
CNB01950	3.168	1.315	0.415
CNB01960	32.81	6.677	0.203
CNB01970	51.069	37.828	0.741
CNB01980	15.862	17.977	1.133
CNB01990	33.351	108.918	3.266
CNB02000	63.37	43.319	0.684
CNB02005	4.766	3.173	0.666
CNB02020	1.876	8.983	4.788
CNB02030	103.414	320.279	3.097
CNB02040	39.243	20.509	0.523
CNB02050	156.675	91.417	0.583
CNB02060	11.665	0.141	0.012
CNB02070	13.348	17.071	1.279
CNB02080	12.529	6.694	0.534
CNB02090	22.388	5.872	0.262
CNB02100	14.147	0.809	0.057
CNB02110	26.324	13.15	0.5
CNB02120	29.871	42.698	1.429
CNB02130	24.72	28.368	1.148
CNB02135	14.073	8.32	0.591
CNB02140	6.827	0.957	0.14
CNB02150	37.786	1.592	0.042
CNB02160	3.437	1.17	0.34
CNB02170	5.263	0.185	0.035
CNB02180	78.856	32.397	0.411
CNB02190	118.439	163.045	1.377
CNB02200	181.762	448.152	2.466
CNB02210	17.412	23.513	1.35
CNB02220	157.938	170.559	1.08
CNB02230	322.876	635.191	1.967
CNB02240	28.534	37.823	1.326
CNB02250	4.515	9.096	2.015
CNB02260	3.611	2.192	0.607
CNB02270	2.793	1.987	0.711
CNB02280	199.611	116.261	0.582
CNB02290	16.409	4.383	0.267
CNB02300	64.716	7.204	0.111
CNB02310	6.43	3.851	0.599
CNB02320	10.157	5.306	0.522
CNB02330	51.99	19.987	0.384
CNB02340	1.016	1.053	1.037
CNB02350	43.111	13.295	0.308
CNB02360	3707.583	6971.513	1.88
CNB02365	1.632	0.406	0.249
CNB02370	0.241	0.175	0.724
CNB02380	32.791	138.458	4.222
CNB02390	14.981	24.699	1.649
CNB02400	4.666	2.631	0.564
CNB02410	0.149	0.197	1.318
CNB02420	11422.119	4378.324	0.383
CNB02430	27.011	55.656	2.061
CNB02440	2.489	1.686	0.678
CNB02450	11.684	18.147	1.553
CNB02460	30.342	5.457	0.18
CNB02470	8.688	8.143	0.937
CNB02480	71.194	55.058	0.773
CNB02490	2.527	1.037	0.41
CNB02495	31.721	33.271	1.049
CNB02510	8.093	11.836	1.463
CNB02520	4.216	1.006	0.239
CNB02525	11.058	4.124	0.373
CNB02530	2.519	2.624	1.042
CNB02540	9.222	0.765	0.083
CNB02545	14.845	1.532	0.103
CNB02550	42.259	20.521	0.486
CNB02560	18.625	62.565	3.359
CNB02570	39.36	100.092	2.543
CNB02580	12.159	8.974	0.738
CNB02590	14.501	0.124	0.009
CNB02600	17.615	1.442	0.082
CNB02610	25.587	73.875	2.887
CNB02620	144.178	103.52	0.718
CNB02640	33.558	19.788	0.59
CNB02650	12.296	13.899	1.13
CNB02660	199.45	208.392	1.045
CNB02665	104.222	62.468	0.599
CNB02670	10.006	19.678	1.967
CNB02680	92.734	76.294	0.823
CNB02690	127.061	288.888	2.274
CNB02700	26.917	25.737	0.956
CNB02710	18.128	8.197	0.452
CNB02720	8.088	7.26	0.898
CNB02730	12.789	11.545	0.903
CNB02740	65.672	128.69	1.96
CNB02750	5014.402	5892.21	1.175
CNB02760	15.539	12.651	0.814
CNB02770	12.453	47.177	3.788
CNB02780	0.646	0.253	0.392
CNB02790	13.254	30.087	2.27
CNB02800	47.388	26.356	0.556
CNB02810	305.528	944.691	3.092
CNB02820	17.165	8.276	0.482
CNB02830	328.144	279.855	0.853
CNB02840	121.936	129.361	1.061
CNB02850	7.179	13.601	1.895
CNB02860	18.16	28.56	1.573
CNB02870	503.968	285.625	0.567
CNB02880	12.592	10.241	0.813
CNB02890	36.609	7.815	0.213
CNB02900	57.305	74.722	1.304
CNB02980	66.047	80.77	1.223
CNB02990	29.732	6.667	0.224
CNB02995	26.535	3.873	0.146
CNB03000	26.464	32.023	1.21
CNB03005	40.451	30.75	0.76
CNB03010	260.758	294.547	1.13
CNB03020	65.541	10.037	0.153
CNB03030	256.509	226.505	0.883
CNB03040	288.422	248.813	0.863
CNB03050	1255.38	491.227	0.391
CNB03060	10.227	15.095	1.476
CNB03070	355.294	266.699	0.751
CNB03080	348.924	172.212	0.494
CNB03090	6.2	14.376	2.319
CNB03100	234.457	497.777	2.123
CNB03110	103.973	64.011	0.616
CNB03120	5.7	4.156	0.729
CNB03130	155.021	24.734	0.16
CNB03140	252.54	113.686	0.45
CNB03150	28.375	16.99	0.599
CNB03155	23.676	7.498	0.317
CNB03160	33.484	20.383	0.609
CNB03170	10.045	3.242	0.323
CNB03180	2.951	1.143	0.387
CNB03190	29.375	18.307	0.623
CNB03195	81.558	61.038	0.748
CNB03200	0.327	0.426	1.303
CNB03210	77.158	70.862	0.918
CNB03215	0.355	0.105	0.296
CNB03230	21.583	39.615	1.835
CNB03235	182.769	35.289	0.193
CNB03240	14.118	28.868	2.045
CNB03250	16.511	8.686	0.526
CNB03270	1.989	0.209	0.105
CNB03280	25.945	49.209	1.897
CNB03290	59.899	46.61	0.778
CNB03300	30.435	20.792	0.683
CNB03310	1.648	0.289	0.175
CNB03330	6.422	7.993	1.245
CNB03340	9.973	2.45	0.246
CNB03350	12.441	6.147	0.494
CNB03360	29.732	4.718	0.159
CNB03370	123.043	37.324	0.303
CNB03380	13.848	5.495	0.397
CNB03390	20.445	10.211	0.499
CNB03400	37.249	8.552	0.23
CNB03420	13.937	12.906	0.926
CNB03430	459.877	575.407	1.251
CNB03440	27.167	22.122	0.814
CNB03450	15.378	5.537	0.36
CNB03460	73.492	130.25	1.772
CNB03470	63.371	161.704	2.552
CNB03480	52.853	26.171	0.495
CNB03490	7.083	6.706	0.947
CNB03500	862.865	1873.924	2.172
CNB03520	360.359	524.938	1.457
CNB03530	24.764	73.173	2.955
CNB03540	34.056	11.447	0.336
CNB03550	6.098	7.184	1.178
CNB03560	3.759	1.104	0.294
CNB03570	42.815	34.318	0.802
CNB03575	36.164	18.144	0.502
CNB03580	28.654	8.307	0.29
CNB03590	65.982	24.138	0.366
CNB03600	185.363	104.16	0.562
CNB03605	16.514	2.747	0.166
CNB03620	3.989	5.557	1.393
CNB03630	0.443	0.64	1.442
CNB03640	2.559	12.183	4.76
CNB03650	30.517	8.001	0.262
CNB03660	45.503	45.218	0.994
CNB03670	114.539	22.345	0.195
CNB03680	112.386	61.952	0.551
CNB03690	4.493	1.816	0.404
CNB03700	2.512	1.361	0.542
CNB03710	4.178	0.933	0.223
CNB03720	39.375	23.08	0.586
CNB03730	17.704	12.214	0.69
CNB03740	77.648	98.002	1.262
CNB03750	14.565	23.767	1.632
CNB03755	79.325	90.803	1.145
CNB03760	26.179	33.829	1.292
CNB03770	3.255	0.233	0.072
CNB03780	60.09	31.161	0.519
CNB03790	828.489	1728.745	2.087
CNB03800	1099.569	1748.069	1.59
CNB03810	4.327	3.34	0.772
CNB03820	22.123	6.761	0.306
CNB03830	2.324	0.534	0.23
CNB03850	83.706	110.713	1.323
CNB03860	120.448	121.547	1.009
CNB03870	28.926	69.799	2.413
CNB03880	93.961	64.374	0.685
CNB03890	7.931	6.278	0.792
CNB03900	56.242	58.296	1.037
CNB03920	13.692	4.588	0.335
CNB03930	165.897	151.948	0.916
CNB03940	141.297	82.98	0.587
CNB03945	23.753	7.787	0.328
CNB03950	8.075	5.897	0.73
CNB03960	15.944	8.256	0.518
CNB03970	14.633	3.034	0.207
CNB03980	61.407	41.512	0.676
CNB04010	1.176	0.173	0.147
CNB04020	25.592	3.908	0.153
CNB04025	31.509	18.403	0.584
CNB04030	6.808	3.538	0.52
CNB04040	37.882	4.78	0.126
CNB04050	224.845	801.178	3.563
CNB04060	28.445	23.915	0.841
CNB04070	6.615	3.835	0.58
CNB04080	77.573	95.53	1.231
CNB04090	89.021	290.81	3.267
CNB04100	81.966	40.222	0.491
CNB04110	6.995	1.658	0.237
CNB04120	9.615	9.924	1.032
CNB04130	27.532	8.857	0.322
CNB04140	99.202	39.027	0.393
CNB04150	189.858	198.877	1.048
CNB04160	170.656	132.14	0.774
CNB04170	14.648	23.691	1.617
CNB04180	12.442	6.226	0.5
CNB04185	84.938	35.355	0.416
CNB04190	167.279	490.573	2.933
CNB04200	16.92	2.489	0.147
CNB04210	27.743	62.413	2.25
CNB04220	0.589	1.482	2.515
CNB04230	33.555	32.036	0.955
CNB04240	104.718	218.376	2.085
CNB04245	131.04	175.607	1.34
CNB04250	7.374	0.888	0.12
CNB04260	50.522	98.565	1.951
CNB04270	39.35	33.221	0.844
CNB04280	150.292	237.232	1.578
CNB04290	12.381	19.17	1.548
CNB04300	43.092	11.528	0.268
CNB04310	532.44	756.786	1.421
CNB04320	21.175	33.041	1.56
CNB04330	14.61	12.392	0.848
CNB04340	11.439	1.841	0.161
CNB04350	127.661	340.931	2.671
CNB04360	183.768	109.36	0.595
CNB04370	34.679	43.069	1.242
CNB04380	775.138	405.626	0.523
CNB04400	97.775	126.566	1.294
CNB04410	52.039	27.251	0.524
CNB04420	98.683	54.819	0.556
CNB04430	58.863	3.426	0.058
CNB04440	69.455	45.459	0.655
CNB04450	125.523	136.653	1.089
CNB04460	39.546	21.353	0.54
CNB04470	217.085	216.62	0.998
CNB04480	20.828	24.711	1.186
CNB04500	145.029	133.926	0.923
CNB04510	36.847	32.906	0.893
CNB04520	37.757	20.712	0.549
CNB04530	104.262	76.989	0.738
CNB04540	275.264	157.875	0.574
CNB04550	8.441	7.007	0.83
CNB04560	38.998	56.203	1.441
CNB04570	466.58	236.492	0.507
CNB04580	810.464	1600.847	1.975
CNB04590	184.433	134.031	0.727
CNB04600	2.3	0.016	0.007
CNB04610	8.495	5.769	0.679
CNB04620	7.581	25.641	3.382
CNB04630	19.607	8.265	0.422
CNB04640	47.09	111.949	2.377
CNB04650	48.188	62.297	1.293
CNB04660	16.754	14.248	0.85
CNB04670	6.525	10.081	1.545
CNB04680	73.738	42.418	0.575
CNB04685	0.268	0.054	0.203
CNB04690	26.724	7.624	0.285
CNB04700	72.802	38.771	0.533
CNB04710	36.17	93.399	2.582
CNB04715	197.062	109.195	0.554
CNB04720	601.7	385.187	0.64
CNB04730	177.402	195.222	1.1
CNB04740	22.755	23.478	1.032
CNB04750	18.413	2.96	0.161
CNB04760	23.257	6.634	0.285
CNB04765	1.822	0.134	0.073
CNB04770	19.349	12.805	0.662
CNB04780	14.07	6.623	0.471
CNB04790	332.885	152.26	0.457
CNB04800	NA	NA	NA
CNB04810	332.9	125.409	0.377
CNB04815	8.954	5.677	0.634
CNB04820	14.718	9.678	0.658
CNB04830	3.46	1.03	0.298
CNB04840	22.349	53.859	2.41
CNB04850	214.289	179.079	0.836
CNB04860	242.862	163.808	0.674
CNB04870	7.248	3.379	0.466
CNB04880	4038.208	5178.216	1.282
CNB04890	49.053	70.992	1.447
CNB04895	0.702	0.159	0.227
CNB04900	7.844	5.303	0.676
CNB04905	1.911	0.17	0.089
CNB04910	47.681	175.036	3.671
CNB04920	48.963	68.626	1.402
CNB04930	19956.083	5659.974	0.284
CNB04940	5.741	1.555	0.271
CNB04950	13.983	2.497	0.179
CNB04960	78.632	145.381	1.849
CNB04980	0.747	0.544	0.728
CNB04990	82.875	124.352	1.5
CNB05000	12.141	20.876	1.72
CNB05010	9.147	2.276	0.249
CNB05030	9566.281	4070.154	0.425
CNB05040	18.514	13.916	0.752
CNB05050	35.175	27.892	0.793
CNB05060	7.474	0.413	0.055
CNB05080	12.73	4.54	0.357
CNB05090	33.76	4.744	0.141
CNB05100	0.465	0.333	0.716
CNB05110	246.458	457.271	1.855
CNB05120	8.691	1.939	0.223
CNB05130	22.767	3.824	0.168
CNB05140	88.216	93.515	1.06
CNB05150	23.165	29.062	1.255
CNB05160	52.939	30.214	0.571
CNB05180	2.619	0.41	0.157
CNB05190	281.733	265.951	0.944
CNB05200	6.019	6.953	1.155
CNB05220	210.297	177.869	0.846
CNB05230	8.107	10.403	1.283
CNB05240	6.616	9.422	1.424
CNB05250	17.092	4.666	0.273
CNB05260	11.817	1.397	0.118
CNB05270	66.833	39.568	0.592
CNB05280	127.41	174.731	1.371
CNB05290	163.755	51.71	0.316
CNB05310	11.347	7.561	0.666
CNB05320	167.355	100.793	0.602
CNB05330	66.692	23.679	0.355
CNB05340	517.073	475.048	0.919
CNB05350	7.792	11.263	1.445
CNB05360	17.448	38.181	2.188
CNB05370	225.162	47.926	0.213
CNB05380	627.56	564.476	0.899
CNB05390	13.422	7.971	0.594
CNB05400	46.614	43.715	0.938
CNB05410	39.022	20.59	0.528
CNB05430	1.285	0.374	0.291
CNB05440	1.831	0.043	0.024
CNB05450	24.712	48.01	1.943
CNB05460	110.598	41.375	0.374
CNB05480	751.482	993.946	1.323
CNB05490	30.444	11.533	0.379
CNB05500	264.487	731.778	2.767
CNB05505	2.735	1.335	0.488
CNB05510	1476.201	2927.454	1.983
CNB05520	37.325	46.692	1.251
CNB05530	5.947	4.29	0.721
CNB05540	171.074	165.558	0.968
CNB05550	460.288	200.994	0.437
CNB05560	20.347	10.734	0.528
CNB05570	93.775	151.686	1.618
CNB05580	111.576	52.877	0.474
CNB05583	41.632	28.546	0.686
CNB05585	10.457	2.49	0.238
CNB05600	76.922	108.169	1.406
CNB05610	84.762	101.062	1.192
CNB05620	161.257	106.776	0.662
CNB05630	39.936	37.944	0.95
CNB05640	132.286	448.504	3.39
CNB05650	14.015	3.294	0.235
CNB05660	6.209	0.529	0.085
CNB05670	10.55	1.78	0.169
CNB05673	22.595	18.955	0.839
CNB05675	64.402	12.907	0.2
CNB05680	412.85	114.904	0.278
CNB05690	8.762	26.767	3.055
CNB05700	14.142	4.949	0.35
CNB05710	1.741	1.733	0.996
CNB05720	1.724	1.478	0.858
CNB05730	29.477	13.695	0.465
CNB05740	9.23	0.074	0.008
CNB05750	15.241	19.02	1.248
CNB05760	63.137	24.456	0.387
CNB05770	5.705	2.835	0.497
CNB05780	4.146	7.508	1.811
CNB05785	2.249	0.394	0.175
CNC00010	2.943	0.496	0.169
CNC00020	12.65	17.918	1.416
CNC00030	24.428	6.772	0.277
CNC00040	13.648	16.54	1.212
CNC00043	23.738	15.954	0.672
CNC00045	2.207	0.48	0.218
CNC00050	9.699	14.735	1.519
CNC00060	152.846	147.495	0.965
CNC00080	10.55	2.063	0.196
CNC00090	0.635	0.706	1.111
CNC00100	24.985	30.087	1.204
CNC00110	457.154	323.326	0.707
CNC00120	20.086	9.356	0.466
CNC00130	20.81	11.595	0.557
CNC00133	1.427	0.607	0.425
CNC00135	6.67	0.36	0.054
CNC00140	26.686	19.348	0.725
CNC00160	596.731	2781.05	4.66
CNC00170	139.049	17.431	0.125
